rating,date,variation,verified_reviews,feedback,review_length,new_reviews,sentiment
5,30-Jul-18,Charcoal Fabric ,We were pleasantly surprised at the sound quality and the many features. How nice to easily hear a particular artist or hear our books just by a simple command. Looking forward to exploring other options with this device.,1,221,pleasantly surprised sound quality many feature nice easily hear particular artist hear book simple command look forward explore option device,positive
5,30-Jul-18,Heather Gray Fabric ,Met and exceeded my expectations. Easy set up and is really quick in responses.,1,79,meet exceeded expectation easy set really quick response,positive
5,30-Jul-18,Charcoal Fabric ,"I like the fact that I can get any kind of music from Prime that I want on request from Alexa. I liked the informative photo little pamphlet but wish it included how to connect your TV etc. to the commands from Alexa. BUT, I really love having the music.",1,254,like fact get kind music prime want request alexa like informative photo little pamphlet wish include connect tv etc command alexa really love music,positive
4,30-Jul-18,Charcoal Fabric ,"i have not found a way to access my echo thorough my prime account.  I think it should be part of the top line with video, music, etc.  I also think the setup app where i define, for example music i like, is not well integrated into echo.  I have tried to ask for my playlist and echo is not sure even though i set up play list in my settings.  I also do not like the fact that my words have to be exact match of my playlist names, which i can never remember.I like the ready nature of echo to respond to most any queries.",1,522,find way access echo thorough prime account think part top line video music etc also think setup app define example music like well integrate echo try ask playlist echo sure even though set play list setting also like fact word exact match playlist name never rememberi like ready nature echo respond query,positive
5,30-Jul-18,Charcoal Fabric ,This is great item and just added audible books which makes it even better. Thank you!,1,86,great item add audible book make even well thank,positive
5,30-Jul-18,Charcoal Fabric ,"During Prime Day this 2nd gen Echo was on sale so I couldn't resist! This was the beginning to my smart home set up and I couldn't be happier to say that Alexa has done an amazing job connecting to all of my ""smart"" devices. Thanks to her, I can control my lights, smart plugs, TV, etc. I had no trouble connecting the Echo to my WiFi and my phone. The app works perfectly fine and it let's you add skills, routines, smart devices, timers, and so much more! Sound quality is good enough for me, since I am not an audiophile. Alexa can hear my voice even when watching movies at a high volume. Design is great and modern, it will definitely add a nice touch to your home and you can change the covers if you'd like as there are more for sale. Overall, this is a great addition to my home and enables so many possibilities. If you haven't yet, be sure to add Alexa to your home!",1,876,prime day 2nd gen echo sale could not resist begin smart home set could not happy say alexa do amazing job connect smart device thank control light smart plug tv etc trouble connect echo wifi phone app work perfectly fine let add skill routine smart device timer much sound quality good enough since audiophile alexa hear voice even watch movie high volume design great modern definitely add nice touch home change cover -PRON- d like sale overall great addition home enable many possibility have not yet sure add alexa home,positive
5,30-Jul-18,Oak Finish ,Versatile and fun !!!,1,21,versatile fun,positive
5,30-Jul-18,Heather Gray Fabric ,Works great! Killer speaker! My wife and son love it.,1,53,work great killer speaker wife son love,positive
5,30-Jul-18,Walnut Finish ,We regret waiting so long to purchase this item. We are both surprised and pleased with the sound quality.,1,106,regret wait long purchase item surprise pleased sound quality,positive
1,30-Jul-18,Sandstone Fabric ,"Stopped working after 2 weeks ,didn't follow commands!? Really fun when it was working?",0,87,stop work 2 week do not follow command really fun work,negative
5,30-Jul-18,Heather Gray Fabric ,so far love it working on getting more things set up love the grocery list app,1,78,far love work get thing set love grocery list app,positive
4,30-Jul-18,Charcoal Fabric ,"It performs pretty much as expected, but I am very disappointed it will not provide me with the terminology I need to play various kinds of music without subscribing to the Amazon music service.  I understand my music choices may be limited, but without knowing HOW TO ASK, I cannot access the music that is provided free along with my Echo purchase.  Do you have a chart showing the language I need to use?",1,407,perform pretty much expect disappointed provide terminology nee play various kind music without subscribe amazon music service understand music choice may limit without know ask can not access music provide free along echo purchase chart show language need use,positive
5,30-Jul-18,Charcoal Fabric ,Easy to set up.,1,15,easy set,positive
3,30-Jul-18,Charcoal Fabric ,I like the product except that the speakers are not the high quality I expected,1,79,like product except speaker high quality expect,negative
5,30-Jul-18,Walnut Finish ,A great investment. Alexa has helped me out and made me laugh.,1,62,great investment alexa help make laugh,positive
5,30-Jul-18,Heather Gray Fabric ,Yet another Exho for our home and love them all!!!,1,50,yet another exho home love,positive
5,30-Jul-18,Charcoal Fabric ,"I love it, I can plan any gender of music from big band to jazz, not easy to find on local radio. Sound is good and I can stop it with a voice command if I get a phone call.",1,173,love plan gender music big band jazz easy find local radio sound good stop voice command get phone call,positive
5,30-Jul-18,Charcoal Fabric ,Good Value,1,10,good value,positive
5,30-Jul-18,Heather Gray Fabric ,Super easy set up and am loving our new Echo!,1,45,super easy set love new echo,positive
5,30-Jul-18,Charcoal Fabric ,Whats not to like about this speaker.  Just ask Alexa,1,53,what s like speaker ask alexa,positive
5,30-Jul-18,Charcoal Fabric ,BEST father's day gift. Dad joked to my mom that Alexa will be the one listening to all of his (repeated) stories going forward.,1,128,good fathers day gift dad joked mom alexa one listen repeat story go forward,positive
5,30-Jul-18,Charcoal Fabric ,Great addition to our breakfast room kitchen.  Tunes and information instantly available.  Slowly learning more features.,1,121,great addition breakfast room kitchen tune information instantly available slowly learn feature,positive
5,30-Jul-18,Heather Gray Fabric ,Sound quality,1,13,sound quality,positive
2,30-Jul-18,Heather Gray Fabric ,Sad joke. Worthless.,0,20,sad joke worthless,negative
5,30-Jul-18,Oak Finish ,Entertainment,1,13,entertainment,positive
5,30-Jul-18,Heather Gray Fabric ,Very good quality,1,17,good quality,positive
4,30-Jul-18,Charcoal Fabric ,Works great sounds great does not miss a beat wish it had a battery for better portability,1,90,work great sound great miss beat wish battery well portability,positive
5,30-Jul-18,Charcoal Fabric ,Loved it till someone stoled it. Can't afford to replace it yet but I am going too.,1,83,love till someone stole can not afford replace yet go,positive
5,29-Jul-18,Charcoal Fabric ,Alexa rocks,1,11,alexa rock,positive
4,29-Jul-18,Charcoal Fabric ,"Got this as a gift and love it. I never would have bought one for myself, but now that I have it.... Allows me to play music on it from my amozon prime music ; that's worth it in and of itself.  Also, gives new's briefs and tells jokes.",1,236,get gift love never would buy one allow play music amozon prime music that s worth also give news brief tell jokes,positive
3,29-Jul-18,Heather Gray Fabric , ,1,1,,negative
5,29-Jul-18,Charcoal Fabric ,"My mom bought a few Echo Dots and repeated ask me to take one of hers because it was so great. I told her “no” for two days. When she made me take it, 6 hours later I could not live my life without it!  It’s that amazing, so now we have four large speakers and only the small Echo Dot, that I will be returning to her. I say if you’re going to order an Alexa speaker, go big and get the Echo, otherwise tou’ll Be returning the two Echo Dots you couldn’t live without.",1,467,mom buy echo dot repeat ask take one great tell two day make take 6 hour later could live life without amazing four large speaker small echo dot return say -PRON- be go order alexa speaker go big get echo otherwise toull return two echo dot could not live without,positive
